deg,mi,mean,norm2,median
-999.0,2.483187892740152,0.13133536255615622,17.05715603656636,0.09460408099790979
-999.0,1.9117168897271042,0.22714237551802585,28.509758962040323,0.17295721183304122
-999.0,1.2311678280034621,0.4837119281418383,59.936380256251724,0.373657386597226
-999.0,2.3946713542528597,0.14811317348328343,19.495498880783963,0.10573180490744657
-999.0,1.911478475417263,0.27856791777964995,37.317051165574156,0.19270426080852268
-999.0,1.8656301572020069,0.2590541539871789,30.25749229893401,0.22141474690127644
-999.0,1.7933304065467062,0.2904852048778749,37.32515557013696,0.21409129111551867
-999.0,2.276670774671598,0.15247040144149174,19.47557411354872,0.11516812032408386
-999.0,1.7337231637384056,0.2763356048385204,33.28007294253163,0.2216513489514413
-999.0,1.9232668612247361,0.20856460480308242,25.97250262448553,0.16013348270080033
-999.0,2.2738527601819447,0.167753730896507,21.516832961030417,0.121748253023183
-999.0,1.9254953925338707,0.2874243518179071,38.894408809454475,0.195852426478769
-999.0,2.1964376601553424,0.19256752917103395,25.08782392123259,0.135232905752386
-999.0,1.9929025381324403,0.2310512904630402,28.084589545778403,0.18502905318823487
-999.0,2.150038200091354,0.21320235558807887,28.484231266590825,0.1478389117948397
-999.0,2.326885789252814,0.15294178015283186,19.794629037721705,0.11184449281524025
-999.0,2.390630211749982,0.1508252071991186,19.85972761235945,0.10676473502172854
-999.0,2.2760052556643906,0.1606616707386731,20.954450313796016,0.11604001389777541
-999.0,1.521978531462365,0.3643722568698766,47.47121754912821,0.26339238371125717
-999.0,2.159413752806098,0.18754156662579316,24.25969596019074,0.13616567848167954
-999.0,2.359169908523905,0.15937729281156376,20.71754667786475,0.11249338981731613
-999.0,2.483454258053764,0.13086472086099618,17.15864182129308,0.09344335535034573
-999.0,2.4920019344842768,0.12612482428020036,16.524729064303617,0.09092272555062482
-999.0,2.244937912137419,0.17738197143476206,23.37178557421357,0.12728693037705036
-999.0,1.9187245362693313,0.2629233820100733,35.42568344185479,0.18193353186597627
-999.0,1.954153264142629,0.19780218469348726,24.80687225878813,0.1531311523285156
-999.0,2.13825516669026,0.21149229625010282,28.245711212122835,0.14922368155046842
-999.0,2.0447518234008433,0.23374068034105672,30.61465269486616,0.16557956350695638
-999.0,2.227928628022573,0.18584007068808386,24.275592629505343,0.1326438167460973
-999.0,2.2138894933078594,0.18207966617802163,23.4786578267029,0.12916307202551722
-999.0,1.3434609855922899,0.476213630111372,58.67565258500624,0.3506681662139684
-999.0,2.509972787898551,0.12268067500427515,15.8605616618922,0.08789999256967013
-999.0,2.122981297996792,0.18826971402448694,23.99771818554277,0.14086096519610786
-999.0,1.9664130674828175,0.2615724799195518,34.67198532164573,0.18171540324840751
-999.0,2.196117345830288,0.17289690633659338,22.508400892853928,0.12483633453452816
-999.0,1.6048329756612376,0.3202564635598945,39.80696255126065,0.24825344222474524
-999.0,2.0995456425204044,0.23105049366690245,30.83828236898426,0.1605467317604308
-999.0,2.2006103633972733,0.1944490069023587,25.26976608223307,0.1388432645910891
-999.0,2.2394062015983214,0.17213834106973994,24.340392387928933,0.11755677752607482
-999.0,2.444279528958285,0.13546697247714495,17.653791295020582,0.09791337868604483
-999.0,2.494059593401917,0.1296149166756858,16.787055515123797,0.09270844853429608
-999.0,2.408983519651143,0.13217321131072854,16.924428470918215,0.09685873516294986
-999.0,2.3975252680061203,0.12623319318685447,15.947552811136223,0.09409551413113573
-999.0,2.209413023754478,0.18066317520104969,23.415239327529438,0.13084445890361618
-999.0,1.7364272718334581,0.3385674114751581,45.41881699096296,0.2331634917361891
-999.0,2.0687641258795058,0.21955056958225064,28.924596710422588,0.15494872837241236
-999.0,2.2123447119734214,0.18662666436663403,24.507938220849766,0.13076432547809483
-999.0,2.7295808959880095,0.09157972406473557,11.757528534422466,0.0663070245243512
-999.0,2.372030251726165,0.13721431902097392,17.234384429358155,0.10314965327637442
-999.0,1.8568685645049883,0.2742725800161418,35.81059527848174,0.20082671459132823
-999.0,1.8319296429529381,0.3052685932837691,40.62977169921701,0.21688968356733432
-999.0,2.271835199414535,0.17114526487396106,22.003144705442757,0.12311187980618306
-999.0,2.331697462884829,0.1703240391769792,21.642712031800336,0.12852265303133795
-999.0,2.2907980784206434,0.1625654957755506,21.302545419475464,0.11535329143194036
-999.0,2.1910933921042703,0.19479488790751243,25.381268930831755,0.13768788074598975
-999.0,2.2229070835634395,0.19332272762462915,25.5574551181667,0.13339333858605282
-999.0,1.9847344746389994,0.22269677521007422,27.750383748571473,0.16868468994690886
-999.0,1.9992767647549003,0.20622075624246267,25.817508788084098,0.15671717729086243
-999.0,2.257606320378652,0.18389851930892476,24.22954829145101,0.12828423793773006
-999.0,0.9969338629890804,0.6094188246029452,71.75586561859511,0.5075445168735424
-999.0,2.3152728663022613,0.14158654617657612,18.59728709446079,0.10433288295611749
-999.0,2.152388860664889,0.20037657147979623,25.97383676984547,0.14108498199589686
-999.0,2.3453736456762293,0.16350506229362022,21.220770919011713,0.11628424065468572
-999.0,2.120222509114178,0.2129741496478353,28.09707517978444,0.14954661552191406
-999.0,2.3228806128188584,0.1309332001727191,16.4746905192886,0.09802762187053145
-999.0,2.502496524472577,0.1315459339556948,17.776815607769684,0.09167525207513304
-999.0,1.6764963907634975,0.36599866494415634,48.16745597806752,0.25422947417961195
-999.0,1.8025868043370157,0.28390362861832896,37.083998089353344,0.20568420365912565
-999.0,1.8362676117627317,0.27050526434383454,35.15699888028927,0.20171760071304923
-999.0,2.255524944267459,0.17954325866562215,23.711668789447216,0.1277218154142031
-999.0,2.111482576113361,0.21262931246005665,28.039082568648816,0.1523010006727026
-999.0,1.9926977664614935,0.21815713188683158,27.69860561244272,0.16031295884450436
-999.0,2.4000596855359118,0.14538362717915565,18.638656416977334,0.10560677271120164
-999.0,1.991451867880949,0.2575075273589388,33.23627678930598,0.18157673556722465
-999.0,2.3512000919596705,0.1446817974232881,18.687406791936596,0.10552123956001684
-999.0,2.5769991556592027,0.11372056044343291,15.047622511984066,0.081183574287448
